iter	Passed	Remaining
1223	59367	13386
1224	59409	13336
1225	59442	13284
1226	59476	13233
1227	59527	13185
1228	59576	13136
1229	59613	13085
1230	59649	13034
1231	59701	12986
1232	59738	12936
1233	59775	12885
1234	59822	12836
1235	59856	12784
1236	59909	12737
1237	59959	12689
1238	60013	12642
1239	60066	12594
1240	60120	12547
1241	60156	12496
1242	60186	12444
1243	60221	12392
1244	60272	12344
1245	60317	12295
1246	60349	12244
1247	60384	12192
1248	60438	12145
1249	60470	12094
1250	60503	12042
1251	60549	11993
1252	60581	11942
1253	60647	11897
1254	60695	11848
1255	60750	11801
1256	60792	11752
1257	60836	11703
1258	60878	11653
1259	60931	11605
1260	60965	11554
1261	60997	11503
1262	61030	11452
1263	61073	11402
1264	61117	11353
1265	61156	11303
1266	61191	11253
1267	61242	11205
1268	61294	11157
1269	61355	11111
1270	61404	11063
1271	61442	11013
1272	61489	10964
1273	61537	10916
1274	61578	10866
1275	61611	10815
1276	61664	10768
1277	61698	10717
1278	61727	10665
1279	61778	10618
1280	61828	10570
1281	61870	10520
1282	61921	10473
1283	61962	10423
1284	62010	10375
1285	62064	10328
1286	62121	10281
1287	62171	10233
1288	62205	10182
1289	62256	10134
1290	62316	10088
1291	62358	10039
1292	62397	9989
1293	62450	9941
1294	62499	9893
1295	62552	9846
1296	62581	9794
1297	62638	9747
1298	62689	9700
1299	62737	9651
1300	62786	9603
1301	62838	9556
1302	62897	9509
1303	62950	9461
1304	62992	9412
1305	63053	9366
1306	63102	9318
1307	63150	9269
1308	63186	9219
1309	63218	9169
1310	63254	9119
1311	63312	9072
1312	63356	9023
1313	63401	8974
1314	63433	8924
1315	63465	8873
1316	63497	8823
1317	63538	8773
1318	63569	8723
1319	63619	8675
1320	63650	8624
1321	63704	8577
1322	63761	8530
1323	63793	8480
1324	63842	8432
1325	63890	8383
1326	63940	8335
1327	63977	8286
1328	64018	8237
1329	64068	8189
1330	64128	8142
1331	64176	8094
1332	64228	8046
1333	64281	7998
1334	64339	7952
1335	64388	7903
1336	64419	7853
1337	64474	7806
1338	64531	7759
1339	64560	7708
1340	64590	7658
1341	64623	7608
1342	64669	7560
1343	64720	7512
1344	64773	7464
1345	64820	7416
1346	64853	7366
1347	64885	7316
1348	64934	7268
1349	64987	7220
1350	65031	7172
1351	65066	7122
1352	65107	7073
1353	65158	7025
1354	65209	6978
1355	65264	6930
1356	65330	6884
1357	65373	6835
1358	65411	6786
1359	65452	6737
1360	65505	6690
1361	65540	6640
1362	65602	6593
1363	65656	6546
1364	65703	6498
1365	65752	6450
1366	65799	6401
1367	65832	6352
1368	65867	6302
1369	65921	6255
1370	65951	6205
1371	66006	6158
1372	66054	6109
1373	66114	6062
1374	66146	6013
1375	66195	5965
1376	66233	5916
1377	66266	5866
1378	66318	5819
1379	66371	5771
1380	66402	5721
1381	66454	5674
1382	66507	5626
1383	66562	5578
1384	66621	5531
1385	66666	5483
1386	66721	5435
1387	66761	5387
1388	66794	5337
1389	66848	5290
1390	66890	5241
1391	66919	5192
1392	66970	5144
1393	67019	5096
1394	67076	5048
1395	67108	4999
1396	67167	4952
1397	67221	4904
1398	67285	4857
1399	67314	4808
1400	67360	4759
1401	67390	4710
1402	67430	4662
1403	67463	4612
1404	67513	4564
1405	67570	4517
1406	67605	4468
1407	67640	4419
1408	67690	4371
1409	67721	4322
1410	67753	4273
1411	67782	4224
1412	67831	4176
1413	67866	4127
1414	67898	4078
1415	67947	4030
1416	67994	3982
1417	68048	3935
1418	68090	3886
1419	68132	3838
1420	68164	3789
1421	68193	3740
1422	68244	3692
1423	68309	3645
1424	68359	3597
1425	68414	3550
1426	68460	3502
1427	68511	3454
1428	68563	3406
1429	68619	3358
1430	68670	3311
1431	68719	3263
1432	68752	3214
1433	68819	3167
1434	68856	3118
1435	68910	3071
1436	68961	3023
1437	69006	2975
1438	69046	2926
1439	69110	2879
1440	69148	2831
1441	69182	2782
1442	69215	2734
1443	69249	2685
1444	69314	2638
1445	69362	2590
1446	69412	2542
1447	69471	2494
1448	69510	2446
1449	69561	2398
1450	69619	2351
1451	69676	2303
1452	69729	2255
1453	69764	2207
1454	69806	2158
